THUMB,INDEX,MIDDLE,RING,LITTLE,ACCEL_X,ACCEL_Y,ACCEL_Z,GYRO_X,GYRO_Y,GYRO_Z,RESULT
214,188,0,3,18,4.02,7.47,-3.98,-0.02,0.22,-0.11,T
216,187,4,1,20,3.79,8.17,-3.77,0.78,3.08,-0.49,T
215,187,1,2,20,5.03,7.09,-3.42,0.01,-0.03,-0.49,T
213,187,1,1,19,4.80,7.92,-3.04,-0.12,0.07,0.07,T
214,188,2,2,21,5.34,7.82,-2.92,-0.05,-0.07,-0.03,T
215,187,4,1,20,4.89,7.90,-2.47,-0.02,0.09,-0.01,T
215,188,1,1,20,4.98,7.92,-2.76,-0.00,0.04,-0.13,T
215,188,2,2,19,4.89,8.03,-2.26,0.02,0.21,-0.17,T
214,188,1,2,19,4.45,7.85,-2.40,0.55,-0.08,-0.30,T
215,189,2,4,19,3.53,7.18,-4.55,0.05,-0.08,-0.19,T
215,189,1,2,17,4.36,8.51,-2.51,-0.11,0.29,0.38,T
214,189,2,1,19,5.12,7.91,-3.39,-0.29,0.24,-0.10,T
215,188,1,2,21,4.96,8.38,-2.81,-0.13,0.04,0.11,T
215,190,1,1,20,4.89,7.87,-1.51,-0.00,-0.10,0.09,T
216,189,4,2,22,5.18,8.10,-2.93,-0.17,0.08,0.05,T
215,189,2,1,20,4.85,7.99,-2.58,-0.15,-0.29,-0.08,T
215,188,1,3,21,3.99,8.45,-2.78,-0.53,-0.32,-0.22,T
216,189,4,2,21,5.22,7.82,-0.84,-0.25,0.12,0.19,T
215,189,1,2,20,4.54,8.75,-1.07,-0.04,-0.09,0.19,T
215,190,2,4,19,4.95,8.58,-0.71,-0.05,0.03,-0.09,T
215,190,2,2,19,4.48,8.43,-1.36,0.07,0.03,-0.04,T
214,189,1,1,21,4.54,8.68,-1.23,-0.01,0.11,0.02,T
216,189,1,2,22,4.28,9.00,-1.26,0.19,0.36,0.03,T
214,189,2,1,20,4.20,8.32,-1.60,-0.22,-0.22,-0.06,T
214,189,2,1,18,4.56,8.38,-1.43,-0.00,-0.03,0.02,T
215,190,0,0,19,4.66,8.56,-1.40,-0.02,0.05,-0.00,T
215,188,1,2,20,4.72,8.35,-1.55,-0.00,-0.02,0.01,T
214,189,2,4,19,4.75,8.43,-1.64,0.02,0.01,0.01,T
215,189,1,2,20,4.87,8.51,-1.56,-0.01,-0.03,-0.01,T
215,189,4,3,22,4.78,8.54,-1.56,0.03,-0.03,-0.05,T
216,190,2,2,20,4.51,8.33,-1.57,0.04,-0.04,-0.07,T
215,191,2,2,20,4.33,8.53,-1.75,0.04,-0.03,-0.03,T
215,190,1,2,20,4.44,8.26,-2.06,0.07,-0.02,-0.02,T
215,190,2,2,19,4.40,8.52,-1.96,-0.00,0.03,-0.01,T
215,190,1,2,20,4.46,8.37,-1.93,-0.00,-0.04,-0.01,T
215,191,0,3,19,4.24,8.22,-2.26,0.02,0.02,0.08,T
215,192,2,3,19,5.04,8.66,-1.85,-0.09,-0.04,0.00,T
216,190,1,2,21,4.53,8.18,-1.78,0.02,-0.01,0.03,T
214,190,2,2,20,4.68,8.46,-2.00,-0.01,-0.00,-0.01,T
207,242,5,2,21,1.39,8.78,-3.17,-0.01,-0.02,-0.00,U
207,241,6,3,25,1.26,8.64,-3.26,0.01,0.03,-0.01,U
208,241,6,2,24,1.48,8.81,-3.45,-0.00,-0.02,0.03,U
207,242,4,2,23,1.47,8.67,-3.53,-0.05,-0.05,-0.00,U
208,241,4,2,23,1.56,8.69,-3.19,-0.01,-0.02,0.03,U
207,241,5,3,24,1.42,8.79,-3.26,-0.09,0.02,0.00,U
208,241,5,2,23,1.47,8.76,-3.36,-0.01,-0.05,0.00,U
207,242,7,3,24,1.86,8.78,-3.36,-0.05,0.15,-0.03,U
208,242,5,2,24,1.40,8.55,-3.66,-0.03,-0.21,0.02,U
206,242,4,3,22,1.53,8.77,-3.12,-0.08,-0.23,0.11,U
207,242,5,2,24,1.52,8.77,-3.17,-0.09,-0.09,0.04,U
208,241,6,3,22,1.64,8.54,-2.83,-0.11,-0.05,0.01,U
208,243,3,4,22,1.51,8.93,-3.54,0.04,-0.06,0.03,U
208,241,3,2,21,1.45,8.71,-3.37,0.02,0.10,-0.12,U
207,242,7,2,22,1.25,8.74,-3.47,0.09,0.06,-0.03,U
207,241,5,1,22,1.71,8.62,-3.42,0.12,0.14,-0.17,U
207,242,5,2,23,0.93,8.56,-4.04,-0.01,0.07,-0.07,U
207,242,3,2,21,1.02,8.39,-4.15,-0.01,-0.05,0.06,U
207,243,5,2,22,1.11,8.33,-4.03,-0.06,-0.02,0.01,U
207,244,7,2,21,1.37,8.48,-3.90,-0.04,-0.04,0.04,U
207,243,4,1,20,1.40,8.44,-3.92,-0.01,-0.07,0.04,U
207,243,5,2,21,1.30,8.57,-3.79,-0.04,-0.07,0.02,U
207,243,5,2,23,1.64,8.38,-4.03,-0.04,-0.15,0.21,U
208,242,5,2,22,1.53,8.63,-3.72,0.07,-0.10,0.04,U
208,243,5,4,19,1.65,8.36,-3.84,-0.04,0.04,0.01,U
207,243,7,3,21,1.61,8.34,-4.03,-0.07,0.03,-0.04,U
207,243,5,3,22,1.51,8.30,-3.64,-0.06,-0.05,0.01,U
208,243,5,2,21,1.45,8.50,-4.01,0.04,-0.07,0.01,U
208,243,6,3,22,1.65,8.57,-3.53,-0.03,-0.05,0.03,U
207,243,6,3,22,1.79,8.62,-3.56,0.00,-0.02,0.06,U
207,243,5,2,21,1.69,8.57,-3.66,-0.01,0.09,-0.08,U
206,243,4,1,21,1.30,8.54,-3.80,0.04,0.15,-0.18,U
208,242,5,2,21,1.14,8.45,-3.80,0.11,0.11,-0.04,U
207,242,5,4,21,1.41,8.46,-4.13,-0.03,0.02,-0.02,U
206,243,4,2,20,1.69,8.26,-3.53,-0.02,-0.06,0.06,U
207,243,5,2,22,1.28,8.44,-4.14,-0.03,0.01,0.03,U
207,243,7,2,24,1.39,8.26,-4.16,-0.01,-0.06,0.02,U
207,242,5,2,21,1.42,8.39,-4.11,-0.12,-0.11,0.05,U
208,244,5,4,22,1.47,8.38,-3.93,0.01,-0.15,0.05,U
208,242,4,1,22,1.58,8.46,-3.84,-0.09,-0.04,0.07,U
208,242,5,2,21,1.46,8.54,-3.81,-0.01,0.01,0.01,U
208,242,6,3,22,1.39,8.45,-3.84,-0.04,-0.02,-0.02,U
208,243,5,4,19,1.47,8.35,-3.85,-0.01,-0.04,0.02,U
206,242,4,1,22,1.50,8.44,-4.08,0.06,0.09,-0.11,U
206,243,6,3,20,1.73,8.44,-3.89,-0.07,-0.07,0.11,U
208,243,3,1,22,1.17,8.39,-3.92,-0.01,-0.09,-0.05,U
207,242,4,2,22,1.51,8.45,-3.86,-0.06,-0.05,0.06,U
207,242,5,2,21,1.62,8.36,-3.94,-0.04,-0.15,0.14,U
207,243,5,2,23,1.69,8.42,-3.84,-0.03,-0.06,0.05,U
209,243,6,2,24,1.68,8.43,-3.80,-0.03,0.00,0.04,U
207,243,5,1,22,1.84,8.45,-3.89,-0.00,0.03,0.00,U
207,243,5,4,22,1.83,8.40,-3.96,-0.03,0.03,-0.03,U
208,243,5,4,21,1.90,8.27,-3.90,0.04,0.10,-0.14,U
206,243,5,1,22,1.73,8.53,-3.45,0.03,0.19,-0.07,U
207,242,7,2,23,1.68,7.74,-4.37,0.13,0.18,-0.13,U
208,243,5,1,21,1.62,8.07,-4.67,0.11,0.05,-0.02,U
208,242,6,2,22,1.64,7.91,-4.88,0.06,0.03,-0.00,U
208,242,5,4,23,1.82,7.90,-4.69,-0.05,-0.00,0.01,U
208,242,3,2,23,1.76,7.91,-4.46,-0.04,-0.06,0.08,U
207,243,4,1,22,1.71,8.12,-4.53,-0.01,-0.07,0.07,U
208,242,7,3,22,1.81,7.76,-4.75,-0.03,-0.13,0.03,U
207,242,5,2,21,1.83,7.71,-4.27,0.08,0.05,0.13,U
208,242,4,3,22,2.37,7.75,-5.15,0.20,0.07,0.10,U
207,242,5,2,24,2.56,7.47,-5.22,-0.26,0.33,0.01,U
208,242,7,2,22,2.71,7.31,-4.89,-0.04,0.00,0.05,U
207,242,5,2,23,2.38,7.40,-5.24,0.02,-0.05,0.10,U
208,244,5,2,23,2.65,7.63,-4.75,-0.05,-0.07,-0.03,U
208,243,6,1,22,2.76,7.44,-4.65,-0.05,0.06,-0.04,U
208,242,5,2,22,2.79,7.59,-5.01,-0.08,-0.04,0.00,U
208,242,5,2,21,2.59,7.65,-4.81,0.02,-0.27,0.07,U
208,241,5,3,21,2.83,7.48,-4.81,-0.08,0.03,0.01,U
207,243,5,4,22,2.74,7.50,-4.87,0.00,0.05,0.07,U
206,242,4,2,22,3.03,7.51,-4.94,-0.10,0.00,-0.04,U
207,242,5,2,21,2.96,7.39,-4.93,0.03,-0.01,0.02,U
206,242,5,1,21,2.64,7.48,-4.67,0.03,-0.01,-0.01,U
208,242,5,2,21,2.55,7.56,-4.85,-0.04,0.00,0.03,U
206,242,6,2,22,3.12,7.43,-4.67,0.02,0.01,-0.04,U
208,242,4,2,22,2.65,7.53,-5.07,-0.04,-0.02,0.05,U
207,243,5,2,21,2.65,7.56,-5.04,-0.15,-0.14,-0.04,U
207,243,4,1,23,2.75,7.80,-4.49,-0.17,0.06,0.09,U
208,242,6,2,22,2.72,7.76,-4.03,-0.14,-0.01,-0.06,U
207,242,5,3,21,2.64,8.01,-4.28,0.02,-0.10,-0.00,U
207,242,5,2,23,2.47,7.90,-4.30,-0.07,-0.03,-0.06,U
208,242,5,2,22,2.35,7.95,-4.47,0.02,-0.05,-0.00,U
208,242,6,2,22,2.30,7.95,-4.38,-0.03,0.00,-0.06,U
209,243,7,3,24,2.31,8.09,-4.14,-0.02,0.06,-0.06,U
207,242,6,2,21,2.07,8.01,-4.45,0.00,0.08,-0.14,U
207,243,5,2,21,2.17,8.06,-4.49,-0.00,0.02,-0.09,U
154,245,6,2,20,1.69,7.59,-5.18,-0.01,0.02,0.02,V
152,245,4,2,20,1.56,7.46,-5.05,-0.03,-0.07,-0.03,V
154,244,7,1,20,1.84,7.57,-5.14,-0.04,-0.03,0.05,V
155,243,8,1,22,1.67,7.69,-4.95,0.02,0.00,-0.01,V
153,244,5,2,21,1.55,7.42,-5.27,0.02,-0.05,-0.00,V
153,244,5,2,23,1.83,7.47,-5.41,-0.14,-0.04,0.14,V
154,245,6,1,20,2.15,8.01,-4.30,-0.19,-0.01,0.27,V
154,245,6,4,22,1.93,7.62,-4.65,0.01,0.13,0.18,V
156,244,6,3,22,3.40,7.53,-4.58,-0.07,0.19,0.26,V
154,245,4,2,20,3.23,7.54,-4.47,-0.07,-0.02,0.30,V
157,245,6,2,22,4.69,7.87,-4.14,0.17,-0.13,0.09,V
156,243,6,2,22,3.64,6.02,-6.15,0.12,-0.21,-0.31,V
155,245,6,3,19,3.13,7.27,-4.66,0.13,0.11,0.06,V
156,245,6,3,23,3.44,7.17,-5.45,-0.13,0.06,0.17,V
157,245,6,2,22,4.15,6.98,-4.80,-0.12,-0.04,0.00,V
156,244,5,3,21,3.90,7.30,-4.52,-0.07,0.07,-0.07,V
156,245,4,1,21,3.71,7.18,-4.70,0.00,-0.06,-0.03,V
156,245,6,1,21,3.92,7.41,-4.44,-0.08,-0.09,-0.01,V
157,244,5,1,21,3.81,7.35,-4.74,0.01,-0.01,-0.04,V
156,244,4,1,20,3.60,7.37,-4.68,-0.07,-0.09,0.01,V
156,244,4,1,20,3.75,7.28,-4.53,0.01,-0.06,0.04,V
157,244,7,3,21,3.83,7.18,-4.66,-0.00,-0.01,0.03,V
157,245,7,2,22,4.13,7.09,-4.92,-0.02,-0.04,0.02,V
157,244,5,1,21,3.63,7.20,-4.66,-0.03,0.01,-0.11,V
155,244,3,2,21,3.68,7.29,-4.64,0.09,0.00,-0.15,V
155,244,6,2,22,3.12,7.22,-4.99,0.17,0.00,-0.30,V
157,245,5,4,19,2.82,7.02,-5.35,0.19,-0.06,-0.40,V
156,245,5,2,21,1.80,7.24,-5.86,0.00,-0.07,-0.05,V
155,244,3,2,22,2.40,7.09,-5.24,0.02,-0.01,-0.01,V
156,245,5,2,21,2.45,7.14,-5.61,-0.05,-0.06,0.09,V
158,245,7,2,22,2.34,7.08,-5.53,-0.08,-0.06,-0.00,V
156,245,7,4,21,2.39,7.19,-5.34,-0.01,-0.01,0.00,V
157,245,4,2,21,2.33,7.20,-5.33,-0.02,-0.04,-0.01,V
156,245,6,2,20,2.43,7.09,-5.44,-0.02,-0.00,0.03,V
157,245,5,2,22,2.50,7.11,-5.59,-0.02,-0.05,-0.00,V
157,245,8,2,24,0.97,7.69,-5.19,-0.12,-0.78,-0.00,V
156,244,5,2,21,0.19,7.61,-5.78,-0.22,-0.32,-0.77,V
157,245,3,4,19,-0.30,7.20,-4.65,-0.09,-0.00,0.22,V
156,245,5,2,24,-0.38,7.59,-5.57,0.06,0.07,-0.08,V
157,244,6,3,22,-0.46,7.74,-4.61,0.05,0.05,0.01,V
156,245,6,2,22,-0.33,8.06,-5.00,-0.27,0.03,0.15,V
157,246,5,4,19,-0.61,7.61,-3.71,-0.02,0.15,0.36,V
158,244,4,1,21,1.10,7.27,-6.87,0.38,-0.23,0.30,V
159,244,6,4,21,2.27,7.21,-5.74,0.04,0.15,0.26,V
159,244,6,1,20,1.24,7.11,-6.00,0.02,0.02,0.11,V
159,244,5,2,21,1.42,7.24,-5.56,-0.08,-0.07,-0.17,V
161,243,8,2,22,1.28,7.09,-5.53,-0.13,0.15,0.09,V
158,243,6,2,23,0.80,6.98,-5.68,0.02,-0.01,-0.09,V
160,244,5,2,21,1.29,7.35,-5.54,-0.05,0.06,0.14,V
160,244,4,1,22,1.28,6.94,-5.58,0.02,0.01,0.02,V
159,244,5,2,21,0.83,6.45,-5.97,-0.33,0.23,0.12,V
160,244,7,2,21,1.57,7.10,-5.75,-0.28,0.13,0.51,V
159,245,5,5,19,3.24,7.12,-4.63,-0.29,0.13,0.58,V
160,243,7,3,23,4.09,7.29,-4.78,0.11,0.03,0.35,V
159,244,4,2,21,5.06,6.98,-4.59,0.04,0.13,-0.09,V
160,243,6,2,20,4.31,7.00,-4.45,-0.01,0.34,-0.04,V
159,244,5,2,21,4.14,6.81,-4.80,-0.01,0.01,0.05,V
160,243,5,2,20,5.91,7.71,-4.82,0.32,0.31,0.13,V
160,243,7,2,22,3.90,6.98,-4.07,-0.23,-0.10,-0.21,V
159,245,6,3,20,4.29,7.31,-4.55,-0.04,-0.05,0.10,V
159,244,7,3,20,3.79,7.41,-4.34,-0.22,-0.11,-0.28,V
159,244,5,2,21,3.91,7.23,-3.52,-0.19,-0.16,-0.19,V
160,244,4,2,22,3.28,7.20,-4.47,0.17,-0.33,0.09,V
160,244,5,1,20,2.90,7.05,-4.87,0.28,-0.13,-0.09,V
160,244,5,2,21,3.73,7.69,-4.79,0.00,0.03,-0.22,V
160,243,5,2,23,1.66,7.28,-4.73,-0.13,0.13,-0.15,V
159,244,5,3,23,2.22,7.50,-5.29,-0.09,0.00,0.06,V
159,245,6,4,21,2.41,7.65,-4.39,-0.04,0.14,-0.09,V
160,243,4,2,21,1.07,7.94,-6.13,-0.11,0.09,0.28,V
160,243,5,3,24,1.81,7.61,-4.21,-0.12,0.02,0.23,V
159,243,4,2,21,3.35,7.49,-4.25,0.07,-0.13,0.07,V
160,243,6,2,22,3.39,7.38,-4.93,0.15,0.22,-0.03,V
160,243,4,2,20,3.41,6.96,-4.79,-0.01,0.18,0.01,V
161,243,6,2,23,3.38,7.46,-5.58,0.13,0.08,0.02,V
160,243,7,2,22,2.98,7.18,-5.20,-0.11,0.03,0.03,V
160,244,5,4,23,3.52,7.20,-4.73,-0.02,-0.02,0.01,V
160,244,4,2,22,3.53,7.38,-4.83,0.02,-0.05,-0.07,V
159,244,5,2,21,3.30,7.18,-4.95,0.04,0.00,-0.09,V
161,243,6,2,23,3.08,7.30,-4.81,0.03,0.05,-0.01,V
160,242,5,2,22,2.89,7.35,-4.94,-0.06,0.04,0.00,V
160,243,4,1,22,2.92,7.21,-5.07,-0.02,-0.12,-0.01,V
160,244,3,6,19,3.28,7.26,-4.82,-0.04,-0.08,0.04,V
177,244,3,4,21,1.13,6.93,-5.57,0.00,-0.07,0.02,W
178,243,7,5,21,1.08,6.93,-5.94,-0.01,-0.05,0.03,W
177,245,5,4,22,1.18,6.82,-6.07,-0.02,-0.11,0.06,W
177,244,4,5,21,1.22,6.96,-5.95,-0.06,-0.03,0.01,W
178,244,5,5,21,1.10,6.87,-5.95,-0.04,-0.07,0.03,W
178,243,6,3,22,1.18,7.00,-5.70,-0.07,-0.05,0.00,W
177,244,5,4,21,0.99,7.07,-5.83,0.01,-0.05,-0.06,W
176,244,6,5,20,0.62,7.16,-5.79,-0.02,-0.08,-0.03,W
179,244,3,6,19,0.59,6.85,-6.07,-0.04,-0.12,0.03,W
178,244,5,5,19,0.49,7.00,-5.74,-0.03,-0.03,0.02,W
180,245,4,5,18,0.87,6.99,-5.80,-0.05,0.02,-0.15,W
179,245,5,5,18,0.34,6.95,-5.74,-0.09,0.14,-0.00,W
183,243,5,5,17,0.45,7.18,-5.81,-0.02,0.03,-0.02,W
181,245,5,7,19,0.29,7.12,-5.75,0.08,-0.04,0.01,W
183,243,8,5,20,0.31,7.06,-5.70,0.02,-0.03,-0.03,W
181,244,5,5,18,0.33,7.07,-5.74,-0.04,-0.01,0.01,W
181,244,4,4,17,0.28,7.07,-5.90,-0.04,-0.02,0.06,W
181,243,4,6,18,0.39,7.12,-5.66,-0.06,-0.12,0.08,W
181,244,3,4,17,0.27,7.01,-5.81,-0.03,-0.11,0.12,W
182,244,6,6,17,0.70,7.13,-5.75,0.00,-0.09,0.17,W
182,245,6,5,17,0.89,7.13,-5.84,-0.04,-0.02,0.05,W
181,244,4,6,18,0.77,7.13,-5.61,-0.01,0.00,0.01,W
180,243,6,7,18,0.67,7.06,-5.91,-0.05,-0.02,0.02,W
181,245,5,5,17,0.88,7.07,-5.72,-0.03,-0.01,0.02,W
181,244,5,5,17,0.76,7.12,-5.80,-0.01,-0.00,-0.00,W
181,244,5,6,19,0.50,7.24,-5.49,-0.04,0.01,0.02,W
180,245,6,5,18,0.71,7.25,-5.74,-0.02,-0.02,-0.10,W
181,244,5,6,19,0.65,7.18,-5.61,-0.03,0.08,-0.13,W
180,244,6,5,18,0.19,7.05,-5.73,0.05,0.05,-0.39,W
180,244,5,5,17,-0.24,6.96,-5.93,0.04,-0.01,-0.05,W
180,244,4,5,19,0.23,6.85,-5.88,0.11,0.16,-0.05,W
181,244,5,4,19,0.15,6.87,-6.01,0.00,0.11,-0.01,W
180,244,5,5,20,0.22,6.85,-6.18,-0.04,0.03,-0.02,W
180,244,4,5,18,0.16,6.86,-5.88,0.02,-0.04,0.07,W
181,244,3,6,19,0.09,6.79,-6.15,-0.04,-0.09,0.00,W
181,244,5,6,19,0.20,6.77,-6.04,-0.05,-0.01,0.03,W
182,244,7,6,21,-0.09,6.78,-6.04,0.03,-0.07,-0.01,W
181,245,5,5,19,-0.17,6.72,-6.08,-0.02,-0.01,-0.02,W
181,244,5,5,20,0.05,6.73,-6.03,-0.07,0.01,0.01,W
182,245,4,5,18,0.06,6.85,-6.03,-0.00,0.00,-0.02,W
181,246,5,8,19,-0.28,6.79,-6.04,-0.01,0.03,-0.02,W
181,244,4,5,18,-0.15,6.76,-6.24,-0.02,0.05,-0.00,W
180,245,5,5,19,0.12,6.88,-5.95,-0.00,-0.03,0.00,W
181,245,5,5,19,0.20,6.78,-5.99,-0.10,-0.03,0.02,W
182,245,6,5,20,0.03,6.90,-6.00,0.04,-0.13,0.01,W
180,243,6,3,20,-0.08,6.82,-6.02,-0.01,-0.06,0.00,W
181,244,5,5,20,0.09,6.90,-5.89,-0.03,-0.08,0.01,W
181,245,5,4,20,-0.04,6.90,-6.01,-0.08,-0.02,0.02,W
181,244,3,6,19,0.08,7.01,-5.76,-0.01,-0.05,0.00,W
180,245,3,5,19,-0.06,6.85,-5.97,-0.02,-0.01,0.02,W
181,244,5,4,20,-0.08,6.81,-6.10,-0.09,-0.01,0.03,W
182,244,5,5,20,-0.08,6.88,-6.09,-0.04,0.00,0.02,W
181,245,7,5,19,-0.00,6.94,-5.95,-0.03,-0.01,-0.01,W
180,243,6,5,20,-0.03,6.94,-5.89,-0.07,0.02,0.01,W
161,241,5,6,16,0.47,7.41,-4.96,-0.02,0.05,0.00,W
161,241,4,5,14,0.68,7.63,-5.41,-0.04,-0.04,0.02,W
161,242,5,6,17,0.64,7.49,-5.17,-0.04,-0.05,-0.01,W
163,241,4,5,16,0.79,7.38,-5.48,-0.01,0.05,-0.05,W
161,241,5,5,15,0.49,7.66,-5.46,-0.54,0.15,-0.03,W
157,241,5,5,15,0.58,7.94,-4.28,0.04,-0.06,0.02,W
155,240,7,4,14,0.86,7.98,-4.76,0.06,0.16,0.04,W
155,241,5,6,15,0.85,7.89,-4.78,-0.06,-0.16,0.01,W
155,242,3,6,15,0.98,7.79,-4.93,-0.01,-0.15,-0.03,W
155,241,6,6,18,0.78,7.84,-4.91,-0.04,-0.21,0.02,W
155,240,5,4,15,0.81,7.72,-4.79,-0.14,-0.27,0.02,W
152,241,4,5,16,0.26,7.98,-4.76,0.10,-0.08,-0.04,W
155,241,5,5,16,0.48,7.33,-5.37,0.03,0.07,-0.00,W
155,242,5,4,17,0.50,7.71,-5.22,-0.06,-0.02,0.02,W
155,241,4,5,15,0.51,7.77,-5.06,-0.08,-0.04,-0.02,W
156,242,5,6,17,0.62,7.75,-4.96,-0.08,0.02,0.03,W
157,242,7,6,18,0.77,7.82,-5.04,-0.03,-0.02,-0.01,W
156,242,6,7,16,0.59,7.61,-5.17,-0.10,-0.00,-0.05,W
156,242,6,5,16,0.21,7.76,-4.79,0.05,-0.02,0.05,W
157,242,5,4,19,0.46,7.87,-5.00,-0.08,0.02,-0.03,W
157,241,4,5,15,0.72,7.73,-4.93,-0.04,-0.00,0.02,W
156,241,5,6,17,0.50,7.83,-4.86,-0.06,0.01,0.01,W
157,242,5,5,16,0.79,7.83,-4.74,0.01,0.06,0.00,W
157,242,5,5,15,0.59,7.81,-5.04,-0.03,0.07,-0.00,W
158,242,6,5,16,0.56,7.76,-4.87,-0.03,-0.04,-0.01,W
158,241,6,3,16,0.75,7.92,-4.77,0.03,-0.03,-0.04,W
158,243,5,4,16,0.59,7.81,-4.98,-0.01,0.14,0.03,W
159,240,3,6,17,0.92,7.49,-5.47,0.05,-0.15,-0.01,W
158,241,4,5,18,1.41,7.43,-5.13,-0.04,0.04,-0.03,W
158,241,4,5,18,1.18,7.46,-5.35,-0.27,-0.17,0.02,W
155,241,4,5,15,0.65,7.78,-4.63,-0.04,-0.16,0.05,W
156,240,7,4,16,0.28,8.06,-4.78,-0.00,-0.04,0.01,W
156,242,4,5,16,0.51,8.08,-4.76,-0.05,-0.02,-0.00,W
156,242,6,5,15,0.52,7.85,-4.50,-0.20,0.04,0.10,W
156,243,5,5,16,0.36,8.52,-3.91,0.07,-0.10,0.05,W
157,242,5,6,17,0.19,7.71,-4.65,0.14,-0.24,0.03,W
158,242,5,5,16,0.23,7.89,-5.01,0.10,-0.06,-0.01,W
159,243,3,6,17,0.04,7.75,-4.83,0.21,-0.10,-0.12,W
158,242,7,5,17,0.48,8.74,-5.75,-0.23,-0.13,-0.22,W
158,242,4,4,17,-0.70,6.98,-4.25,-0.15,-0.15,-0.26,W
157,242,5,5,18,-1.28,7.90,-5.12,0.11,-0.17,0.06,W
160,242,6,5,16,-1.19,7.15,-4.74,0.03,-0.18,0.15,W
159,244,3,8,15,-1.32,7.29,-5.38,0.12,0.18,-0.19,W
160,243,7,7,18,-1.39,7.25,-5.44,-0.00,-0.01,0.07,W
160,242,5,6,16,-1.63,7.09,-5.09,-0.24,-0.23,-0.05,W
159,243,5,6,17,-1.84,6.96,-5.09,0.24,0.02,-0.13,W
159,243,5,5,16,-2.12,7.25,-5.61,-0.09,0.13,-0.01,W
159,242,5,5,17,-2.04,7.24,-4.91,0.01,-0.06,-0.01,W
160,243,5,5,16,-2.19,7.22,-5.57,-0.16,-0.05,-0.01,W
158,242,4,6,16,-1.47,7.52,-4.90,-0.03,0.24,0.00,W
156,243,4,5,16,-1.13,7.20,-5.38,-0.08,0.27,0.05,W
157,243,5,5,18,-1.57,7.16,-5.47,-0.04,-0.07,-0.02,W
156,243,7,5,18,-1.43,7.18,-5.24,0.08,0.60,-0.11,W
154,243,4,7,16,-1.31,7.29,-5.28,-0.06,-0.18,0.03,W
153,243,5,6,16,-1.52,7.47,-5.20,-0.02,-0.11,0.06,W
154,243,5,6,16,-1.82,7.56,-5.11,-0.00,0.01,-0.04,W
155,243,4,7,14,-1.63,7.31,-5.13,0.00,0.04,0.02,W
155,243,3,6,17,-1.61,7.32,-5.09,-0.07,-0.13,0.05,W
155,242,5,4,15,-1.34,7.22,-5.51,-0.19,-0.13,-0.03,W
157,244,3,6,15,-1.79,7.61,-4.57,-0.04,-0.04,0.02,W
156,244,4,5,16,-1.80,7.32,-5.13,-0.18,0.04,0.02,W
157,243,5,4,16,-1.57,7.33,-5.37,-0.37,-0.07,0.27,W
156,243,4,5,16,-1.55,8.08,-4.49,0.12,-0.11,-0.02,W
159,243,6,5,15,-2.05,7.61,-4.67,0.08,-0.10,-0.05,W
158,244,5,8,16,-1.83,7.40,-4.99,0.08,-0.11,-0.04,W
158,244,4,5,16,-2.28,7.07,-5.38,0.03,0.00,-0.01,W
159,244,5,7,17,-1.94,7.52,-4.84,-0.14,0.13,-0.03,W
159,244,5,6,16,-1.98,7.54,-4.68,-0.08,0.13,0.03,W
159,243,3,7,17,-1.56,7.84,-4.55,-0.08,0.04,-0.00,W
160,243,6,5,18,-1.75,7.79,-4.75,-0.15,0.03,-0.03,W
159,243,5,5,17,-1.92,7.61,-4.83,0.07,0.07,-0.03,W
160,244,3,6,15,-1.59,7.62,-5.07,-0.00,0.10,0.00,W
160,244,5,5,16,-1.53,7.54,-5.04,-0.02,0.08,0.04,W
161,242,5,4,17,-1.23,7.58,-5.01,-0.04,0.03,0.01,W
161,242,5,6,17,-1.08,7.62,-5.01,0.02,0.01,-0.01,W
161,243,5,4,16,-1.18,7.65,-4.99,-0.01,0.04,-0.01,W
161,243,6,5,18,-1.34,7.51,-4.97,-0.03,-0.01,-0.01,W
163,243,6,6,18,-1.19,7.69,-4.93,-0.01,-0.03,0.00,W
181,246,3,8,19,0.40,7.25,-5.47,-0.03,-0.04,0.00,W
181,245,7,7,19,-0.20,7.06,-5.53,-0.07,0.06,0.02,W
181,245,5,5,21,-0.04,7.17,-5.79,0.01,0.01,-0.02,W
180,244,4,5,20,-0.08,7.13,-5.62,-0.02,0.00,-0.02,W
181,244,8,5,22,-0.25,7.15,-5.83,-0.04,-0.04,-0.02,W
181,245,5,5,19,-0.14,7.22,-5.49,-0.20,0.03,0.01,W
181,245,5,4,20,-0.53,7.40,-5.37,-0.07,0.03,0.00,W
180,245,6,5,18,-0.19,7.31,-5.51,0.02,-0.06,-0.04,W
181,245,4,5,20,-0.14,7.41,-5.38,-0.07,-0.04,0.01,W
181,245,7,5,20,-0.65,7.49,-5.30,0.08,-0.00,0.00,W
182,244,7,6,19,-0.04,7.16,-5.33,0.05,0.04,0.33,W
181,244,5,5,20,0.98,7.27,-5.77,-0.07,-0.05,0.21,W
182,245,5,7,19,0.90,7.15,-5.67,0.02,0.02,0.00,W
181,244,5,6,21,0.71,7.31,-5.57,-0.08,0.05,-0.01,W
181,244,5,6,20,0.72,7.34,-5.56,-0.11,0.09,-0.10,W
181,244,5,4,19,0.34,7.45,-5.34,-0.08,0.07,-0.11,W
182,245,7,8,19,-0.07,7.61,-5.12,-0.02,-0.01,0.04,W
